,map_id
19552,R23276
19557,R321311
19563,R23572
19570,R320974
19579,R63167
19580,R24259
19581,R24090
19582,R24859
19583,R24386
19584,R23945
19585,R23899
19586,R10585
19587,R23636
19588,R23894
19589,R24091
19590,R23695
19594,R23329
19595,R23763
19596,R23318
19597,R22592
19598,R22631
19599,R24010
19601,R23565
19604,R26976
19605,R26833
19606,R27899
19607,R27374
19608,R27156
19609,R27129
19610,R26663
19611,R317879
19612,R26651
19613,R27317
19614,R27150
19615,R26811
19616,R26592
19617,R26138
19618,R26411
19619,R28946
19620,R29837
19621,R27002
19622,R11107
19623,R29008
19624,R28790
19625,R26591
19626,R28228
19627,R26525
19628,R26358
19629,R27069
19630,R26479
19631,R26354
19632,R29841
19633,R28745
19634,R28716
19635,R28713
19636,R12076
19637,R12085
19638,R27628
19639,R25516
19640,R25406
19641,R25302
19642,R25988
19643,R26932
19644,R29839
19645,R25122
19646,R25560
19647,R27292
19648,R25788
19649,R25497
19650,R28321
19651,R24902
19652,R24788
19653,R25822
19654,R28715
19655,R24717
19656,R322153
19657,R25216
19658,R25107
19659,R24705
19660,R24646
19661,R25608
19662,R24927
19663,R24582
19664,R24897
19665,R25488
19666,R25224
19667,R24612
19668,R24435
19669,R24433
19672,R24771
19673,R24413
19674,R22265
19676,R24480
19677,R25635
19679,R23471
19680,R320534
19683,R320517
19684,R320533
19685,R319847
19687,R319765
19688,R320470
19690,R319624
19692,R319625
19693,R23143
19694,R26516
19696,R319616
19698,R30792
19699,R30839
19700,R31216
19701,R10258
19702,R309857
19703,R301980
19704,R18882
19706,R18864
19707,R304467
19708,R17932
19709,R18868
19710,R18878
19711,R18655
19712,R301536
19713,R10198
19714,R18471
19715,R17887
19716,R303744
19717,R18271
19718,R18657
19719,R14437
19720,R14435
19721,R14338
19722,R54918
19725,R18888
19726,R14315
19727,R14329
19728,R13808
19729,R54917
19730,R315298
19731,R17982
19732,R17993
19733,R14247
19735,R58194
19736,R57189
19742,R15339
19743,R58201
19744,R57338
19745,R14908
19746,R58035
19747,R58200
19748,R13925
19749,R57330
19750,R313807
19751,R313808
19752,R312140
19753,R52105
19754,R57225
19755,R42456
19756,R57254
19757,R57220
19758,R44824
19759,R319644
19760,R40437
19761,R43437
19762,R42356
19763,R40994
19764,R42217
19765,R12785
19766,R41782
19767,R13639
19768,R11304
19769,R40999
19770,R41992
19771,R41323
19772,R40881
19773,R40900
19774,R40920
19775,R40901
19776,R41675
19777,R313822
19778,R313819
19779,R40922
19780,R318993
19781,R41801
19782,R323189
19783,R12678
19784,R311454
19785,R40440
19786,R11308
19787,R44195
19788,R43983
19789,R44258
19790,R43967
19791,R13830
19792,R316718
19793,R44249
19794,R43969
19795,R44983
19796,R44010
19797,R44186
19798,R44192
19799,R44189
19800,R44007
19801,R44170
19802,R43941
19803,R44137
19804,R44617
19805,R44157
19806,R43937
19807,R43935
19808,R43947
19809,R44167
19810,R43955
19811,R43893
19812,R43907
19813,R43933
19814,R44592
19815,R44135
19816,R44582
19817,R56971
19818,R56967
19819,R43536
19820,R42824
19821,R43537
19822,R43444
19823,R43780
19824,R43430
19825,R43441
19826,R57075
19827,R56398
19828,R56949
19829,R56136
19830,R56141
19831,R53872
19832,R54305
19833,R55734
19834,R56121
19835,R55674
19836,R55228
19837,R55738
19838,R55736
19839,R54308
19840,R47155
19841,R52013
19842,R55675
19843,R14480
19844,R47003
19845,R55670
19846,R317780
19847,R40268
19848,R40085
19849,R40237
19850,R40402
19851,R46636
19852,R39947
19853,R40239
19854,R46812
19855,R46814
19856,R40404
19857,R13097
19858,R40236
19859,R40847
19860,R39459
19861,R40829
19862,R46393
19863,R38985
19864,R38898
19865,R39469
19866,R45307
19867,R44892
19868,R45309
19869,R44894
19870,R39471
19871,R44852
19872,R39255
19873,R44863
19874,R39461
19875,R44848
19876,R40218
19877,R62065
19878,R61426
19879,R61552
19880,R63204
19881,R60092
19882,R60733
19883,R14910
19884,R46156
19885,R14914
19886,R44766
19887,R44836
19888,R62169
19889,R44830
19890,R60072
19891,R44768
19892,R62229
19893,R308461
19894,R59822
19895,R59241
19896,R15411
19897,R59984
19898,R58541
19899,R58674
19900,R50134
19901,R60192
19902,R15050
19903,R14605
19904,R61075
19905,R58976
19906,R59931
19907,R315483
19908,R48869
19909,R48882
19910,R53134
19911,R49801
19912,R49693
19913,R50111
19914,R321686
19915,R48798
19916,R53125
19917,R48883
19918,R10930
19919,R49689
19920,R50130
19921,R51497
19923,R10557
19925,R308297
19926,R57209
19927,R57212
19928,R13258
19929,R10960
19930,R51301
19931,R48864
19932,R51308
19933,R319961
19934,R49789
19948,R19567
19950,R19612
19952,R19739
19953,R308712
19954,R19604
19955,R19724
19956,R19602
19957,R308135
19958,R19641
19959,R19447
19960,R307678
19961,R307680
19962,R62898
19963,R307653
19966,R19425
19968,R307644
19969,R19127
19972,R11235
19975,R10700
19977,R307671
19978,R16038
19982,R62635
19988,R15919
19993,R61749
19996,R307336
19997,R19107
20000,R19402
20002,R19264
20003,R307114
20004,R19415
20005,R19414
20006,R19139
20011,R306494
20016,R19395
20020,R306351
20021,R19236
20022,R306355
20023,R304579
20024,R311456
20026,R304553
20027,R301507
20029,R305225
20030,R305321
20031,R301509
20032,R305401
20033,R18831
20034,R301448
20035,R301402
20036,R18760
20039,R301131
20040,R10164
20041,R11256
20042,R10713
20043,R11589
20044,R10157
20046,R10709
20047,R10158
20048,R11611
20049,R301232
20050,R11594
20051,R10711
20052,R11580
20053,R11252
20055,R20174
20060,R15552
20061,R300954
20062,R11578
20063,R16309
20064,R10155
20065,R10154
20066,R63563
20067,R300923
20068,R10156
20080,R10809
20081,R16305
20099,R62855
20100,R17713
20101,R62892
20102,R17170
20103,R17705
20104,R17947
20105,R17422
20106,R17472
20107,R17307
20108,R17746
20109,R17097
20110,R17609
20111,R307314
20112,R16989
20113,R17493
20115,R303513
20116,R16869
20117,R18320
20118,R20482
20119,R17547
20121,R20409
20123,R309707
20125,R20405
20128,R10001
20129,R16806
20130,R16802
20131,R303736
20136,R16662
20137,R17864
20140,R29656
20141,R29706
20142,R10519
20143,R11201
20144,R10520
20145,R29658
20146,R30891
20147,R30210
20148,R30207
20149,R30886
20150,R12146
20151,R29696
20152,R11847
20154,R39317
20155,R38909
20156,R34804
20157,R29652
20158,R30810
20159,R319409
20160,R30202
20161,R38845
20162,R39142
20163,R38667
20164,R38899
20165,R38897
20166,R39130
20167,R39128
20168,R38320
20169,R26634
20170,R11914
20171,R307706
20172,R25519
20173,R25773
20174,R25141
20175,R316723
20176,R25322
20177,R27155
20178,R28520
20179,R28539
20180,R28532
20181,R10478
20182,R27146
20183,R28199
20184,R25394
20185,R312047
20186,R26802
20187,R27105
20188,R26628
20189,R26631
20190,R26785
20191,R27472
20192,R11117
20193,R23684
20194,R323329
20195,R322798
20196,R323204
20197,R27098
20198,R27055
20199,R26618
20200,R26612
20201,R26626
20202,R26783
20203,R26761
20204,R26614
20205,R27301
20206,R27073
20207,R27049
20208,R10416
20209,R27276
20210,R26006
20211,R322394
20212,R26753
20213,R26949
20214,R10967
20215,R26554
20216,R26575
20217,R26210
20218,R26380
20219,R25559
20220,R27041
20221,R319019
20222,R11974
20223,R317610
20225,R63055
20226,R23466
20228,R317611
20229,R10354
20230,R23868
20231,R62995
20232,R317608
20234,R23453
20238,R10352
20247,R23474
20253,R322368
20259,R10884
20260,R10332
20261,R322367
20263,R322369
20297,R27117
20299,R27383
20300,R28151
20301,R28144
20302,R28158
20303,R27386
20304,R28155
20305,R27859
20306,R27435
20307,R28141
20308,R27091
20309,R28138
20310,R27414
20311,R10547
20312,R27377
20313,R315722
20314,R26636
20315,R31695
20316,R27844
20317,R32561
20318,R31690
20319,R31970
20320,R11248
20321,R31701
20322,R32572
20323,R11947
20324,R24558
20325,R24732
20326,R24846
20327,R25208
20328,R10525
20329,R25197
20330,R24274
20331,R11923
20332,R24488
20333,R24556
20334,R12153
20335,R24642
20336,R24640
20337,R24554
20338,R24270
20339,R315063
20340,R322396
20341,R322395
20342,R11995
20343,R24269
20344,R24412
20345,R23966
20346,R24205
20347,R23956
20348,R11954
20349,R35433
20350,R390501
20351,R34370
20352,R24557
20353,R23816
20354,R309825
20355,R24275
20356,R23935
20357,R33178
20358,R318006
20359,R33316
20360,R33474
20361,R33309
20362,R309819
20363,R12257
20364,R33780
20365,R12236
20366,R12188
20367,R32986
20368,R11061
20369,R33783
20370,R33784
20371,R33304
20372,R33302
20373,R32303
20374,R500009
20375,R33307
20376,R32840
20377,R38895
20378,R12549
20379,R32614
20380,R32753
20381,R12826
20382,R12833
20383,R500010
20384,R38605
20385,R32612
20386,R36729
20387,R37232
20388,R37230
20389,R12756
20390,R36727
20391,R38893
20392,R36003
20393,R12689
20394,R322668
20395,R12552
20396,R36986
20397,R37036
20398,R12573
20399,R38270
20400,R36334
20401,R36372
20402,R35806
20403,R10608
20404,R37040
20405,R35864
20406,R36336
20407,R11425
20408,R36332
20409,R36366
20410,R35797
20411,R36330
20412,R35764
20413,R35760
20414,R35758
20415,R35762
20416,R36311
20417,R36310
20418,R36309
20419,R36365
20420,R36312
20421,R35868
20422,R36351
20423,R12977
20424,R12682
20425,R36353
20426,R35525
20427,R35801
20429,R11421
20430,R35757
20431,R35341
20432,R35521
20434,R321778
20435,R321384
20436,R36308
20437,R12980
20439,R35519
20440,R35517
20442,R321295
20447,R23041
20449,R320894
20450,R11423
20456,R320664
20461,R10517
20462,R30300
20463,R29866
20464,R12142
20465,R11896
20467,R29864
20468,R29871
20469,R30312
20470,R29091
20471,R30291
20472,R30425
20473,R321660
20474,R30441
20475,R30445
20476,R29858
20477,R30433
20478,R23585
20479,R22350
20480,R30599
20481,R30758
20482,R30711
20483,R22391
20484,R39542
20485,R399077
20486,R39079
20487,R39752
20488,R40726
20489,R39027
20490,R39771
20491,R38843
20492,R39257
20499,R309444
20500,R309498
20501,R309530
20505,R309336
20506,R309276
20509,R11603
20510,R301107
20511,R56664
20512,R56684
20513,R58300
20514,R59213
20515,R58191
20516,R59111
20517,R59225
20518,R58295
20519,R11187
20520,R56659
20521,R58305
20522,R59273
20523,R59217
20524,R63509
20525,R11540
20526,R60703
20527,R11539
20528,R60631
20529,R14663
20530,R58854
20531,R309473
20532,R318521
20533,R11520
20534,R10681
20535,R58479
20536,R58171
20537,R15172
20538,R63462
20539,R58051
20540,R57680
20541,R57901
20542,R58124
20543,R59107
20544,R57981
20545,R14898
20546,R312921
20547,R58126
20548,R11517
20549,R57675
20550,R57977
20551,R10669
20552,R57681
20553,R56372
20554,R56662
20555,R57216
20556,R57009
20557,R57678
20558,R57218
20559,R57213
20560,R322885
20561,R57051
20562,R57210
20563,R56635
20564,R57221
20565,R57003
20566,R320652
20567,R56913
20568,R323860
20569,R56163
20570,R56997
20571,R56535
20572,R56366
20573,R56903
20574,R10664
20575,R56051
20576,R56626
20577,R56632
20578,R56680
20579,R56509
20580,R321735
20581,R53885
20582,R55800
20583,R53273
20584,R10108
20585,R55275
20586,R11501
20587,R56499
20588,R53887
20589,R11497
20590,R53277
20591,R55897
20592,R55906
20593,R54111
20594,R54341
20595,R305152
20596,R54446
20597,R54093
20598,R10106
20599,R11166
20600,R63591
20601,R63613
20602,R306540
20603,R306548
20604,R312516
20605,R312518
20606,R11495
20607,R306537
20608,R306534
20609,R306535
20610,R306533
20612,R304926
20613,R305720
20614,R304931
20615,R306523
20616,R306522
20617,R306524
20618,R306514
20620,R18948
20621,R304916
20624,R302667
20625,R321669
20626,R18414
20627,R303250
20628,R303244
20630,R304419
20632,R303182
20633,R302426
20634,R304308
20635,R17391
20636,R301885
20637,R17386
20638,R18168
20639,R18103
20640,R18035
20641,R18143
20642,R17384
20643,R17801
20644,R18107
20645,R11272
20646,R17965
20647,R17741
20648,R17981
20649,R11278
20650,R11658
20651,R17730
20652,R10191
20653,R11648
20654,R17854
20655,R10170
20656,R17706
20657,R17034
20658,R11266
20659,R17064
20660,R10176
20661,R16925
20662,R17491
20663,R17105
20664,R17532
20665,R11265
20666,R315656
20667,R16696
20669,R15779
20670,R16490
20671,R16356
20672,R323422
20673,R16003
20674,R301178
20675,R300299
20676,R15316
20677,R316165
20678,R16012
20679,R16379
20680,R15321
20681,R16004
20684,R15866
20687,R15238
20691,R11217
20693,R15537
20694,R15546
20695,R61627
20696,R20438
20698,R61800
20711,R311429
20712,R62891
20715,R62949
20716,R311509
20718,R322364
20720,R21064
20721,R309224
20723,R309206
20728,R309143
20730,R309132
20732,R309120
20733,R20690
20735,R20304
20737,R322148
20739,R319554
20740,R309005
20741,R20686
20742,R309017
20745,R309001
20746,R20476
20747,R20270
20749,R309002
20751,R308569
20752,R317895
20753,R19714
20754,R20257
20755,R20139
20756,R308678
20757,R20265
20758,R20456
20759,R20244
20760,R20667
20761,R308638
20762,R308637
20763,R20594
20764,R20254
20765,R308460
20766,R20227
20767,R19970
20769,R20954
20770,R20952
20771,R20370
20772,R63148
20773,R19700
20774,R20949
20775,R20367
20776,R21256
20777,R62908
20778,R21061
20779,R21253
20780,R21048
20781,R21250
20782,R21247
20783,R21045
20784,R311393
20785,R311392
20787,R20357
20788,R20360
20789,R20336
20790,R20863
20791,R311251
20793,R21015
20794,R311250
20795,R21191
20797,R20993
20798,R20996
20800,R21206
20801,R20302
20805,R19888
20808,R20386
20809,R19625
20810,R310998
20812,R310997
20813,R20305
20817,R307885
20819,R19885
20821,R307502
20824,R19486
20825,R307696
20826,R307496
20830,R19179
20831,R19274
20832,R19152
20833,R19235
20834,R307495
20835,R306550
20836,R310830
20837,R310913
20838,R310637
20839,R310836
20840,R310586
20841,R19021
20842,R310485
20843,R310493
20845,R310486
20846,R310425
20847,R20735
20848,R310973
20849,R20885
20852,R310880
20863,R320260
20868,R310667
20869,R306551
20872,R320247
20878,R320233
20879,R318874
20882,R318629
20883,R318802
20884,R318454
20885,R318627
20887,R318558
20889,R315847
20890,R318626
20892,R22293
20893,R315842
20894,R318837
20895,R318445
20896,R315760
20897,R315759
20898,R315779
20899,R315780
20900,R315834
20901,R315786
20902,R315782
20903,R315755
20904,R315832
20905,R315752
20906,R315753
20907,R315758
20908,R315747
20909,R315744
20910,R315748
20911,R315740
20913,R315749
20914,R315746
20915,R315743
20916,R315741
20917,R315745
20918,R315742
20919,R21760
20920,R21511
20921,R21761
20922,R315739
20923,R21666
20924,R21759
20925,R21664
20926,R21620
20928,R313753
20939,R313521
20941,R313481
20942,R21493
20943,R313178
20946,R320232
20947,R313156
20949,R313304
20950,R313202
20952,R313341
20954,R313330
20955,R320154
20957,R320153
20958,R323477
20959,R320150
20960,R320151
20961,R320152
20962,R320149
20963,R320146
20964,R320148
20965,R320144
20966,R320143
20967,R320145
20968,R320147
20969,R319856
20971,R319797
20972,R319968
20974,R319798
20977,R319684
20978,R319685
20985,R319418
20986,R319393
20991,R319387
20999,R318356
21000,R318372
21002,R318348
21003,R318357
21004,R318330
21008,R322249
21010,R318444
21013,R318310
21014,R318244
21015,R318182
21016,R318200
21017,R23007
21019,R318270
21020,R318171
21023,R318180
21037,R315706
21042,R316158
21049,R22086
21051,R314841
21054,R22087
21058,R21847
21059,R314827
21060,R22237
21062,R314665
21063,R21713
21064,R314533
21065,R314686
21066,R22001
21067,R314802
21068,R314646
21070,R22049
21071,R314620
21072,R22392
21073,R314451
21074,R314479
21075,R22149
21077,R313012
21078,R21606
21083,R21712
21085,R312851
21087,R312655
21088,R312575
21091,R312812
21095,R312594
21097,R312514
21101,R312471
21102,R312404
21103,R312361
21105,R312510
21108,R312357
21109,R312401
21113,R319091
21116,R318956
21117,R319058
21119,R318959
21126,R22076
21127,R318955
21129,R318954
21130,R22691
21133,R22935
21134,R322664
21135,R23200
21137,R318513
21138,R321344
21139,R317583
21140,R317537
21143,R317644
21146,R317651
21150,R319326
21152,R317343
21156,R317345
21157,R317215
21159,R317357
21160,R317282
21161,R317279
21162,R317214
21163,R317212
21164,R317113
21166,R317107
21168,R21711
21169,R21995
21170,R314328
21171,R21603
21172,R314330
21173,R314329
21174,R21708
21175,R314321
21177,R314180
21178,R314319
21179,R314320
21185,R317844
21186,R312352
21187,R312348
21188,R312349
21189,R21622
21192,R312344
21193,R312343
21194,R312345
21195,R312346
21196,R313194
21197,R312342
21198,R312338
21199,R312329
21200,R312333
21201,R312327
21202,R312326
21203,R312337
21204,R312328
21205,R312340
21206,R312325
21207,R312290
21208,R312289
21209,R21186
21210,R312265
21211,R312263
21212,R312262
21213,R38837
21214,R312270
21215,R20442
21216,R20446
21217,R21319
21218,R21163
21219,R21036
21220,R39247
21221,R38831
21222,R39033
21223,R39367
21224,R39238
21225,R38824
21226,R39355
21227,R39241
21228,R39253
21229,R305697
21230,R39361
21231,R39231
21232,R305714
21233,R305698
21234,R39364
21235,R10620
21236,R305696
21237,R38530
21238,R38247
21239,R38533
21240,R38676
21241,R38638
21242,R318736
21243,R318623
21244,R38660
21245,R38927
21246,R38238
21247,R38228
21248,R38402
21249,R38531
21250,R38517
21251,R38227
21252,R38399
21253,R317530
21254,R38641
21255,R38421
21256,R38233
21257,R38519
21258,R38521
21259,R322932
21260,R38423
21261,R323884
21262,R38010
21263,R38207
21264,R307028
21265,R38634
21266,R37822
21267,R37850
21268,R37847
21269,R37997
21270,R38394
21271,R38515
21272,R36850
21273,R36909
21274,R36155
21275,R36157
21276,R35621
21277,R35604
21278,R35937
21279,R37170
21280,R35617
21281,R36970
21282,R35637
21283,R35958
21284,R311147
21285,R35586
21286,R35397
21287,R12634
21288,R35255
21289,R34771
21290,R35410
21291,R34334
21292,R34301
21293,R34604
21294,R35413
21295,R34606
21296,R35340
21297,R12535
21298,R35350
21299,R35152
21300,R34263
21301,R27312
21302,R28054
21303,R26821
21304,R322008
21305,R35310
21306,R27483
21307,R25790
21308,R38952
21309,R27869
21310,R26484
21311,R25503
21312,R25295
21313,R25229
21314,R25369
21315,R24657
21316,R24742
21317,R24695
21318,R25393
21319,R25132
21320,R24707
21321,R24516
21322,R24262
21323,R24432
21324,R23805
21325,R24122
21326,R24033
21327,R321341
21328,R24043
21329,R23817
21330,R24040
21331,R23390
21332,R22646
21333,R23378
21334,R24323
21335,R23373
21336,R23284
21337,R23549
21338,R323883
21339,R23546
21340,R23543
21341,R23700
21344,R23520
21345,R23269
21347,R320155
21348,R23272
21349,R23524
21350,R23264
21351,R322462
21352,R323080
21353,R23681
21354,R22344
21356,R323081
21357,R321658
21358,R320469
21359,R323182
21360,R23588
21364,R321722
21366,R320349
21367,R320348
21370,R320305
21373,R321446
21374,R322832
21375,R320304
21377,R320140
21378,R319774
21380,R320141
21381,R319572
21382,R318961
21383,R319547
21384,R318960
21385,R319416
21387,R318628
21388,R319417
21389,R318875
21390,R319415
21391,R318561
21393,R318872
21394,R318187
21395,R318559
21398,R316906
21404,R22295
21405,R316842
21409,R316850
21425,R22627
21426,R21909
21427,R22442
21431,R21905
21432,R22407
21433,R21904
21434,R22219
21435,R22374
21436,R22378
21437,R22596
21438,R22207
21439,R22386
21440,R22210
21441,R21903
21445,R22395
21447,R22203
21461,R316184
21462,R316185
21463,R316222
21464,R22167
21467,R316067
21468,R316051
21470,R55294
21471,R52490
21472,R52472
21473,R52306
21474,R51653
21475,R55263
21476,R320786
21478,R51669
21479,R51543
21480,R51373
21481,R51552
21482,R51549
21483,R51359
21484,R54934
21485,R51115
21486,R51555
21487,R14173
21488,R51113
21489,R50759
21490,R13744
21491,R11481
21492,R50880
21493,R50883
21494,R51131
21495,R14388
21496,R11158
21497,R13701
21498,R50751
21499,R13708
21500,R53846
21501,R49350
21502,R50060
21503,R49643
21504,R13685
21505,R312669
21506,R53619
21507,R10096
21508,R49287
21509,R49630
21510,R49433
21511,R53597
21512,R49324
21513,R49094
21514,R53850
21515,R53595
21516,R53427
21517,R48920
21518,R49041
21519,R49177
21520,R49193
21521,R11144
21522,R48919
21523,R311514
21524,R48812
21525,R48933
21526,R48931
21527,R53176
21528,R13932
21529,R49121
21530,R48914
21531,R52366
21532,R47682
21533,R48913
21534,R317819
21535,R47671
21536,R48807
21537,R13853
21538,R47937
21539,R13484
21540,R52357
21541,R47928
21542,R48567
21543,R52339
21544,R47325
21545,R47424
21546,R46080
21547,R47499
21548,R52191
21549,R47296
21550,R47170
21551,R10084
21552,R47301
21553,R317493
21554,R11456
21555,R47020
21556,R47527
21557,R47015
21558,R52074
21559,R45900
21560,R46234
21561,R46327
21562,R46079
21563,R46033
21564,R34491
21565,R46320
21566,R35056
21567,R12497
21568,R45462
21569,R319146
21570,R35228
21571,R12495
21572,R34568
21573,R33904
21574,R33905
21575,R33906
21576,R12465
21577,R33996
21578,R34845
21579,R34996
21580,R34106
21581,R34110
21582,R12457
21583,R33903
21584,R34669
21585,R34100
21586,R34652
21587,R12453
21588,R322287
21589,R12648
21590,R34698
21591,R12460
21592,R12269
21593,R12440
21594,R34408
21595,R33819
21596,R12275
21597,R322221
21598,R322288
21599,R12449
21600,R33827
21601,R34483
21602,R34475
21603,R12403
21604,R33590
21605,R33658
21606,R12241
21607,R34386
21608,R33829
21609,R32553
21610,R33023
21611,R32466
21612,R311484
21613,R321519
21614,R32727
21615,R12586
21616,R32308
21617,R31627
21618,R32718
21619,R12754
21620,R12287
21621,R12304
21622,R32033
21623,R33021
21624,R32845
21625,R31481
21626,R32193
21627,R32890
21628,R32005
21629,R31566
21630,R32888
21631,R32200
21632,R32631
21633,R31327
21634,R31976
21635,R32012
21636,R31322
21637,R323474
21638,R31885
21639,R32514
21640,R31325
21641,R30953
21642,R317915
21643,R32600
21644,R32608
21645,R32589
21646,R32593
21647,R30922
21648,R31531
21649,R29737
21650,R30777
21651,R30762
21652,R30254
21653,R30908
21654,R30247
21655,R30878
21656,R30244
21657,R29705
21658,R30779
21659,R30757
21660,R30760
21661,R319650
21662,R30767
21663,R30271
21664,R30765
21665,R30706
21666,R30611
21667,R29443
21668,R30595
21669,R30055
21670,R30473
21671,R29457
21672,R30469
21673,R30597
21674,R30465
21675,R29377
21676,R30065
21677,R29875
21678,R30323
21679,R30462
21680,R30248
21681,R29889
21682,R318828
21683,R30421
21684,R30240
21685,R30215
21686,R30399
21687,R30261
21688,R30325
21689,R29891
21690,R29895
21691,R30225
21692,R30194
21693,R30319
21694,R30138
21695,R30063
21696,R29285
21697,R30204
21698,R30073
21699,R29287
21700,R29281
21701,R30243
21702,R30322
21703,R30120
21704,R29212
21705,R30195
21706,R30036
21707,R29693
21708,R29208
21709,R30182
21710,R30058
21711,R29695
21712,R30154
21713,R29721
21714,R320704
21715,R29114
21716,R29730
21717,R29115
21718,R30038
21719,R30035
21720,R29207
21721,R315561
21722,R10481
21723,R29372
21724,R29006
21725,R29678
21726,R30005
21727,R29433
21728,R29588
21729,R29224
21730,R29619
21731,R321582
21732,R28987
21733,R28950
21734,R28330
21735,R28926
21736,R28258
21737,R28347
21738,R28285
21739,R28906
21740,R28281
21741,R28822
21742,R28578
21743,R28911
21744,R28673
21745,R28273
21746,R28785
21747,R28237
21748,R28220
21749,R28344
21752,R321343
21753,R26995
21755,R28897
21756,R28898
21757,R27755
21759,R317231
21761,R26997
21762,R28336
21763,R316629
21766,R316016
21768,R22170
21769,R316075
21771,R315833
21772,R315962
21774,R315963
21775,R315756
21776,R315222
21778,R314965
21779,R314596
21780,R315754
21783,R21831
21784,R21794
21785,R315751
21786,R314964
21788,R21999
21790,R21707
21791,R313157
21792,R21824
21793,R312512
21794,R312363
21795,R312513
21796,R312453
21798,R21483
21799,R312271
21801,R312341
21802,R312351
21806,R20275
21807,R311513
21808,R21177
21809,R20867
21810,R20306
21811,R311575
21813,R20902
21820,R309648
21822,R310777
21824,R21060
21827,R310440
21831,R20261
21833,R317154
21835,R309156
21836,R20231
21837,R19697
21842,R308308
21844,R20050
21847,R321021
21848,R321758
21849,R22341
21850,R22338
21851,R321663
21855,R23103
21856,R23579
21857,R22335
21858,R63348
21861,R321370
21862,R321221
21868,R22332
21869,R321574
21870,R321171
21872,R322851
21873,R321142
21874,R321161
21876,R321141
21877,R321140
21878,R321133
21879,R321135
21880,R321139
21881,R321131
21882,R321136
21883,R321132
21884,R321137
21885,R321138
21886,R321134
21887,R321102
21888,R321100
21889,R321099
21890,R321096
21891,R321098
21895,R321057
21899,R320875
21903,R321097
21924,R320339
21928,R320302
21929,R320306
21930,R320300
21931,R320303
21932,R320299
21933,R320307
21934,R320301
21935,R320308
21936,R20260
21937,R19564
21938,R20023
21944,R306429
21945,R306430
21947,R306377
21948,R18962
21955,R307836
21957,R307880
21958,R307824
21960,R19556
21970,R18524
21971,R10767
21972,R17748
21973,R18520
21985,R18809
21986,R304130
21998,R304086
21999,R304102
22001,R17883
22002,R303867
22003,R303926
22004,R303976
22007,R303843
22008,R303795
22009,R303819
22010,R303834
22011,R303846
22012,R303841
22013,R317984
22014,R317983
22015,R18650
22017,R317982
22018,R18812
22019,R303765
22020,R303753
22021,R303770
22022,R303775
22023,R315529
22024,R303779
22025,R303752
22026,R303747
22027,R303742
22028,R303714
22030,R18612
22032,R303656
22033,R18609
22035,R18641
22037,R303673
22038,R18615
22039,R18638
22040,R17851
22041,R303483
22042,R303511
22043,R10770
22044,R303481
22045,R303482
22046,R18598
22047,R303432
22048,R11715
22049,R303475
22050,R303323
22051,R321376
22053,R303477
22055,R303436
22056,R303345
22058,R303292
22059,R11322
22062,R303299
22066,R303293
22084,R18830
22087,R19005
22090,R18806
22097,R305665
22139,R305535
22142,R305526
22143,R305537
22148,R18992
22151,R305412
22152,R305386
22153,R305389
22154,R305385
22155,R10213
22156,R18983
22157,R321229
22158,R305375
22159,R18792
22161,R305311
22163,R305285
22164,R305246
22165,R305320
22166,R18770
22167,R305277
22168,R18131
22169,R305203
22170,R305218
22171,R305130
22172,R305219
22174,R305125
22180,R305070
22181,R305085
22183,R18116
22187,R305082
22207,R17784
22209,R10768
22216,R305053
22217,R305011
22218,R305052
22219,R322512
22220,R305022
22221,R305047
22222,R305046
22223,R62876
22224,R304934
22225,R304942
22226,R305012
22227,R18774
22228,R315610
22229,R304932
22230,R18772
22232,R18953
22233,R304912
22234,R304911
22235,R18078
22236,R18737
22237,R18945
22238,R304845
22239,R18763
22240,R312689
22241,R18757
22242,R304712
22243,R18918
22244,R18748
22247,R18736
22248,R18053
22252,R18036
22264,R18039
22268,R304651
22271,R304649
22272,R304611
22274,R18718
22275,R17971
22276,R17975
22277,R304652
22278,R18023
22279,R304574
22280,R18901
22281,R304655
22282,R18727
22283,R18724
22284,R304650
22285,R17963
22286,R10209
22287,R322428
22288,R304564
22292,R18893
22293,R304560
22294,R304547
22295,R18700
22297,R18891
22299,R18684
22300,R304555
22302,R11719
22303,R315003
22304,R17950
22306,R18886
22310,R18645
22311,R304409
22312,R304380
22313,R304404
22314,R10208
22315,R63571
22316,R18642
22317,R304403
22320,R17923
22321,R18669
22323,R17918
22324,R18858
22325,R18671
22328,R304231
22331,R17910
22332,R18632
22337,R17906
22338,R18636
22343,R17708
22355,R18478
22356,R18498
22357,R18501
22362,R18481
22363,R18504
22364,R18510
22371,R17676
22376,R18476
22377,R11704
22378,R18473
22380,R18677
22383,R18672
22395,R17657
22399,R18658
22403,R18435
22405,R17635
22406,R17643
22409,R10763
22411,R18452
22419,R11358
22423,R19491
22457,R19725
22460,R18862
22466,R18865
22468,R18908
22476,R18885
22480,R19484
22484,R19318
22489,R18828
22493,R19980
22494,R19316
22495,R18838
22496,R19481
22497,R11335
22498,R306104
22501,R11732
22506,R18863
22507,R19314
22508,R19313
22510,R18825
22511,R18245
22512,R19048
22514,R306062
22515,R10778
22516,R306045
22517,R18815
22518,R18852
22521,R18221
22522,R18226
22523,R11728
22524,R18845
22525,R18805
22526,R306007
22527,R306003
22531,R19553
22541,R19976
22542,R19972
22543,R10216
