,map_id
65751,R53825
65752,R54102
65753,R51798
65754,R55414
65755,R51811
65756,R52840
65757,R51782
65758,R52817
65759,R13825
65760,R51989
65761,R52334
65762,R52223
65763,R55173
65764,R52030
65765,R58142
65766,R51986
65767,R58080
65768,R58791
65769,R54947
65770,R58082
65771,R58078
65772,R58981
65773,R58076
65774,R15248
65775,R14574
65776,R57761
65777,R57183
65778,R57044
65779,R57138
65780,R14895
65781,R57130
65782,R57147
65783,R57133
65784,R57134
65785,R56964
65786,R56338
65787,R56336
65788,R56879
65789,R56321
65790,R56943
65791,R56864
65792,R56927
65793,R56857
65794,R56932
65795,R322467
65796,R322779
65797,R56695
65798,R56692
65799,R56778
65800,R56795
65801,R56774
65802,R56825
65803,R55613
65804,R56515
65805,R55606
65806,R14650
65807,R55720
65808,R55938
65809,R55608
65810,R14523
65811,R56346
65812,R55943
65813,R54598
65814,R55396
65815,R55022
65816,R319328
65817,R319327
65818,R14503
65819,R56180
65820,R15534
65821,R15074
65822,R323330
65823,R15098
65824,R62342
65826,R15141
65827,R11213
65828,R63198
65829,R63311
65830,R15064
65831,R60934
65832,R60907
65833,R63415
65834,R60702
65835,R61795
65836,R60470
65837,R62023
65838,R61693
65839,R60706
65840,R60320
65841,R60255
65842,R61479
65843,R15337
65845,R61792
65846,R61550
65847,R15434
65855,R61927
65859,R16169
65862,R316362
65864,R307821
65866,R19303
65870,R19105
65871,R19148
65878,R306734
65881,R308066
65883,R10573
65885,R19751
65886,R19198
65887,R308704
65888,R19626
65890,R11334
65891,R19194
65892,R19459
65894,R308715
65897,R19177
65898,R19171
65899,R19441
65900,R19298
65901,R19165
65902,R19598
65903,R10572
65904,R19176
65905,R19163
65906,R19610
65907,R317852
65908,R317853
65909,R39686
65910,R43272
65911,R40860
65912,R40636
65913,R321642
65914,R13558
65915,R13554
65916,R44108
65917,R43609
65918,R44522
65919,R12945
65920,R44525
65921,R13363
65922,R43607
65923,R44409
65924,R42879
65925,R321336
65926,R13851
65927,R44179
65928,R34697
65929,R12054
65930,R32574
65931,R30344
65932,R323547
65933,R38221
65934,R35968
65935,R32757
65936,R10086
65937,R46667
65938,R46098
65939,R46669
65940,R46403
65941,R37704
65942,R33778
65943,R32583
65944,R33682
65945,R32587
65946,R33774
65947,R33448
65948,R323707
65949,R38446
65950,R37955
65951,R33684
65952,R38163
65953,R38144
65954,R38142
65955,R37931
65956,R37794
65957,R38140
65958,R37932
65959,R37610
65960,R38141
65961,R38165
65962,R37706
65963,R316026
65964,R37844
65965,R316027
65966,R37833
65967,R38768
65968,R38750
65969,R38554
65970,R38553
65971,R38703
65972,R38560
65973,R38277
65974,R38647
65975,R38551
65976,R38409
65977,R25381
65978,R38408
65979,R38631
65980,R38632
65981,R314716
65982,R26603
65983,R314715
65984,R26298
65985,R322005
65986,R25848
65987,R26742
65988,R26682
65989,R26558
65990,R26599
65991,R12040
65992,R25974
65993,R25414
65994,R24974
65995,R25833
65996,R25808
65997,R27473
65998,R322440
65999,R63342
66000,R38630
66001,R27238
66002,R27570
66003,R38224
66004,R27566
66005,R26863
66006,R27937
66007,R38278
66008,R26914
66009,R27148
66010,R26159
66011,R319056
66012,R27075
66013,R26831
66014,R27134
66015,R27841
66016,R318810
66017,R26555
66018,R26817
66019,R26808
66020,R27093
66021,R27865
66022,R27856
66023,R27449
66024,R26803
66025,R11729
66026,R27729
66027,R11733
66028,R27416
66029,R26828
66030,R11731
66031,R10997
66032,R27511
66033,R10432
66034,R26826
66035,R27507
66036,R12055
66037,R28629
66038,R28626
66039,R28366
66040,R28213
66041,R27999
66042,R28420
66043,R27501
66044,R28937
66045,R27726
66046,R28831
66047,R27497
66048,R28266
66049,R27488
66050,R27895
66051,R314849
66052,R27109
66053,R27746
66054,R28039
66055,R28042
66056,R27250
66057,R63239
66058,R27322
66059,R27380
66060,R27324
66061,R30444
66062,R31045
66063,R30426
66064,R30389
66065,R30975
66066,R27019
66067,R30385
66068,R30382
66069,R30412
66070,R30293
66071,R30820
66072,R30816
66073,R30834
66074,R31043
66075,R30368
66076,R30602
66077,R30604
66078,R30405
66079,R29767
66080,R29765
66081,R30959
66082,R37226
66083,R29926
66084,R36099
66085,R30851
66086,R31844
66087,R31158
66088,R313915
66089,R31843
66090,R31842
66091,R32334
66092,R31119
66093,R35174
66094,R12319
66095,R31845
66096,R31193
66097,R31191
66098,R35157
66099,R32889
66100,R33766
66101,R32885
66102,R34092
66103,R33308
66104,R32263
66105,R313896
66106,R33769
66107,R32538
66108,R32883
66109,R33290
66110,R39206
66111,R35171
66112,R323425
66113,R38958
66114,R38308
66115,R39131
66116,R39185
66117,R38882
66118,R38914
66119,R38596
66120,R46823
66121,R38302
66122,R46659
66123,R46394
66124,R46821
66125,R45966
66126,R45987
66127,R45965
66128,R45993
66129,R45668
66130,R314098
66131,R45962
66132,R314097
66133,R45994
66134,R45472
66135,R13625
66136,R44798
66137,R42166
66138,R44651
66139,R45211
66140,R306706
66141,R44655
66142,R44642
66143,R44575
66144,R42167
66145,R43202
66146,R42430
66147,R42428
66148,R42426
66149,R13155
66150,R40363
66151,R40219
66152,R310245
66153,R40132
66154,R40634
66155,R40627
66156,R40905
66157,R13151
66158,R310244
66159,R41746
66160,R38752
66161,R39272
66162,R39414
66163,R38999
66164,R38749
66165,R38997
66166,R317859
66167,R39685
66168,R39150
66169,R38716
66170,R38972
66171,R38696
66172,R39182
66173,R38698
66174,R25934
66175,R25344
66176,R25922
66177,R25530
66178,R25526
66179,R25511
66180,R25288
66181,R25853
66182,R25926
66183,R25451
66184,R25221
66185,R25217
66186,R25444
66187,R25431
66188,R24816
66189,R25196
66190,R25423
66191,R24793
66192,R25819
66193,R24762
66194,R24759
66195,R25359
66196,R24753
66197,R25350
66198,R25785
66199,R23135
66201,R23735
66202,R23125
66203,R314538
66204,R23739
66205,R23664
66206,R23661
66208,R22929
66210,R23601
66212,R23604
66213,R22895
66214,R23777
66215,R10889
66216,R321350
66217,R23742
66218,R25308
66219,R319037
66222,R320190
66227,R22075
66230,R321631
66233,R22323
66237,R318760
66238,R318639
66241,R318578
66245,R314850
66247,R10845
66248,R11347
66249,R11885
66251,R314281
66257,R311690
66260,R21083
66261,R21080
66264,R20970
66265,R20964
66266,R21264
66267,R21259
66268,R21268
66269,R21262
66270,R21272
66271,R20960
66273,R11340
66275,R11869
66276,R11457
66277,R312936
66279,R11424
66282,R11426
66283,R21469
66285,R21249
66286,R20745
66287,R21227
66290,R500007
66295,R11015
66296,R314854
66297,R20681
66307,R10576
66309,R317015
66310,R321632
66311,R318762
66314,R317262
66315,R310401
66316,R20107
66317,R20628
66321,R317216
66328,R21721
66329,R317245
66330,R313390
66346,R20938
66347,R321633
66348,R21737
66350,R317326
66351,R317025
66353,R20849
66355,R20810
66356,R20834
66357,R20121
66358,R20806
66359,R20130
66360,R310888
66361,R20682
66362,R11011
66363,R20113
66364,R20801
66368,R20825
66369,R311043
66371,R20032
66376,R63080
66377,R20726
66378,R309685
66380,R309683
66381,R309684
66382,R309568
66384,R20668
66385,R309534
66386,R309464
66387,R20837
66388,R316959
66390,R316949
66391,R316950
66396,R20658
66397,R309494
66398,R22173
66399,R317710
66400,R316157
66402,R317712
66403,R316173
66404,R316122
66405,R316124
66406,R10579
66407,R316006
66412,R315829
66414,R315802
66420,R314913
66422,R314878
66425,R317719
66428,R317714
66430,R317717
66431,R317690
66432,R317689
66433,R317709
66435,R317688
66436,R22364
66437,R22816
66438,R317716
66439,R317617
66440,R317618
66441,R22769
66442,R21947
66447,R22622
66450,R22617
66453,R320905
66454,R318370
66455,R22361
66457,R22523
66458,R318440
66460,R318439
66462,R22759
66464,R22981
66465,R317439
66468,R24445
66469,R25659
66470,R25665
66471,R10586
66472,R24976
66473,R317781
66474,R24456
66475,R24452
66476,R24805
66477,R25491
66479,R323579
66480,R323580
66481,R320278
66483,R320279
66484,R320275
66485,R24429
66486,R24431
66487,R320276
66488,R320274
66489,R24746
66490,R24913
66491,R24909
66492,R24660
66493,R24779
66494,R24739
66495,R25320
66496,R24628
66497,R24698
66500,R320105
66501,R320680
66502,R24624
66504,R319850
66505,R319873
66507,R319407
66508,R24315
66510,R22754
66512,R23009
66513,R22729
66514,R318602
66515,R22963
66516,R22708
66517,R320391
66518,R23211
66521,R23208
66525,R22938
66526,R25304
66527,R24309
66528,R25300
66529,R24607
66530,R25296
66531,R25278
66532,R24306
66533,R24598
66534,R24570
66535,R24251
66536,R24228
66537,R24426
66538,R318479
66539,R25041
66540,R23203
66541,R11585
66542,R24115
66543,R23401
66544,R11023
66545,R11990
66546,R23440
66547,R10895
66548,R23798
66549,R23393
66550,R23908
66551,R23751
66552,R24351
66553,R24050
66554,R24049
66555,R23931
66556,R321331
66557,R321310
66558,R321327
66559,R321332
66560,R24047
66561,R24046
66562,R23901
66564,R321308
66565,R321223
66566,R321154
66567,R321153
66568,R23081
66569,R63110
66570,R63576
66572,R320965
66573,R320793
66575,R22310
66583,R23557
66585,R320360
66586,R320617
66587,R320442
66589,R320556
66592,R323664
66594,R320254
66601,R323524
66602,R323523
66607,R323048
66608,R322867
66610,R322797
66620,R322598
66629,R315081
66630,R321791
66632,R63631
66634,R23589
66635,R23752
66642,R23527
66644,R23278
66680,R308668
66682,R308691
66686,R15276
66688,R19417
66690,R12664
66691,R35661
66692,R19146
66693,R49903
66694,R10996
66696,R306813
66701,R24317
66703,R49070
66704,R48757
66706,R48635
66707,R48745
66708,R49062
66709,R48742
66713,R312916
66714,R319883
66715,R320322
66716,R320323
66719,R23971
66720,R11972
66724,R320321
66725,R22892
66734,R322688
66739,R321516
66759,R321701
66767,R307698
66768,R306658
66769,R307746
66774,R307424
66775,R19154
66776,R19114
66777,R307359
66778,R307420
66792,R306749
66797,R19278
66800,R306719
66802,R320614
66804,R319849
66808,R29270
66809,R29800
66810,R32352
66811,R32078
66812,R63222
66813,R28610
66814,R28608
66815,R27847
66816,R27537
66817,R26920
66818,R27013
66819,R26551
66820,R26059
66821,R25566
66822,R26731
66823,R24937
66824,R25580
66825,R24934
66826,R24903
66827,R25533
66828,R25471
66829,R24899
66830,R25327
66831,R25427
66832,R24812
66834,R25662
66835,R25346
66836,R24808
66837,R24454
66842,R319245
66849,R22974
66852,R22110
66858,R22848
66862,R317016
66863,R316958
66869,R22753
66870,R21946
66871,R22614
66872,R22334
66873,R22645
66874,R316138
66875,R316156
66879,R315831
66882,R21406
66883,R21401
66884,R21399
66885,R21451
66886,R320539
66887,R20749
66888,R322155
66890,R322126
66891,R312359
66892,R320540
66893,R21243
66894,R319036
66895,R21281
66897,R311386
66898,R311316
66899,R311295
66900,R21353
66901,R20932
66902,R312358
66903,R21111
66904,R11342
66905,R21146
66906,R310886
66907,R20110
66911,R20804
66912,R315978
66913,R20065
66918,R308692
66919,R315976
66920,R309117
66921,R19870
66922,R309083
66923,R305527
66924,R48739
66925,R47766
66926,R52473
66927,R47326
66928,R11461
66929,R319375
66930,R48603
66931,R52467
66932,R48081
66933,R319376
66934,R319380
66935,R11459
66936,R46248
66937,R45964
66938,R319379
66939,R45040
66940,R45039
66941,R45221
66942,R43204
66943,R45213
66944,R13359
66945,R15008
66946,R15632
66947,R15598
66948,R14967
66949,R15998
66951,R42252
66952,R43209
66953,R43210
66954,R11542
66955,R63259
66956,R59063
66957,R59799
66958,R14700
66959,R15099
66960,R15088
66961,R62188
66962,R15061
66964,R58588
66965,R59867
66966,R57113
66967,R58279
66968,R56996
66969,R316884
66970,R56343
66971,R51802
66972,R54367
66973,R53905
66974,R51969
66975,R51246
66976,R14417
66977,R53780
66978,R39687
66979,R310253
66980,R40861
66981,R310251
66982,R39590
66983,R39426
66984,R39237
66985,R39234
66986,R39134
66987,R39224
66988,R38933
66989,R38325
66990,R38842
66991,R38844
66992,R38597
66993,R38780
66994,R38512
66995,R38783
66996,R38279
66997,R37616
66998,R38633
66999,R322166
67000,R38073
67001,R37702
67002,R10574
67003,R20423
67004,R20415
67005,R36918
67006,R35874
67007,R36731
67008,R20329
67009,R20485
67010,R19585
67011,R20076
67012,R315301
67013,R308252
67014,R20080
67015,R19291
67016,R11002
67018,R19155
67020,R19289
67021,R19308
67023,R19310
67024,R19055
67025,R19586
67026,R305201
67027,R19437
67029,R18730
67030,R304198
67031,R311541
67032,R18714
67034,R311542
67035,R18898
67036,R17825
67037,R18712
67038,R310487
67040,R18518
67041,R18301
67042,R17476
67043,R17574
67044,R17471
67045,R62916
67046,R16151
67047,R16727
67048,R16526
67049,R16745
67050,R318300
67051,R16743
67052,R16675
67053,R16621
67054,R16615
67055,R15677
67056,R15556
67057,R16584
67058,R16162
67077,R20126
67082,R19514
67083,R19675
67084,R11778
67085,R20034
67086,R19497
67089,R303406
67094,R319705
67095,R63580
67096,R60961
67097,R59662
67098,R60555
67099,R60288
67100,R15259
67101,R58749
67103,R301222
67104,R301876
67105,R15709
67106,R15219
67108,R15648
67109,R59073
67110,R58665
67111,R58425
67112,R58645
67113,R14601
67114,R58374
67115,R58421
67116,R58288
67117,R58372
67119,R15493
67120,R62436
67121,R62274
67122,R63596
67123,R60788
67124,R15867
67125,R62095
67126,R15314
67127,R61944
67128,R61494
67129,R60356
67130,R61043
67131,R15310
67132,R59899
67134,R58229
67135,R58424
67136,R58422
67137,R17507
67138,R17557
67139,R17041
67140,R58426
67141,R16998
67142,R17434
67143,R17432
67144,R11640
67145,R16972
67146,R321186
67147,R16976
67148,R16971
67149,R17483
67150,R10726
67151,R16945
67152,R17404
67153,R11631
67154,R11262
67155,R17295
67156,R16902
67157,R301567
67158,R301587
67159,R301601
67160,R17078
67161,R323644
67162,R301565
67163,R301560
67164,R301558
67165,R305200
67168,R305139
67170,R304896
67172,R10166
67175,R18074
67176,R304793
67177,R10774
67182,R304604
67184,R304236
67185,R303748
67186,R19325
67193,R19100
67201,R18905
67205,R305244
67209,R300641
67213,R16106
67215,R16436
67217,R16030
67219,R300405
67220,R15815
67221,R15885
67222,R16279
67223,R15182
67224,R15851
67227,R312677
67228,R10694
67229,R15761
67230,R312679
67248,R18584
67249,R18604
67251,R17562
67252,R303261
67253,R303255
67254,R18559
67258,R302907
67259,R302991
67261,R302936
67269,R301891
67276,R19193
67278,R19351
67283,R306347
67293,R15610
67294,R308051
67295,R62907
67303,R60126
67304,R58804
67306,R58764
67308,R18210
67309,R14602
67310,R18275
67311,R18193
67312,R15043
67313,R17435
67314,R18204
67315,R18403
67317,R18400
67319,R18374
67320,R17276
67321,R18150
67324,R17940
67325,R17212
67326,R18209
67329,R17224
67335,R57016
67337,R56717
67344,R58120
67345,R58841
67346,R58069
67347,R62854
67348,R57925
67349,R57771
67350,R57787
67351,R58012
67352,R57698
67353,R57651
67354,R55226
67355,R56482
67356,R55166
67357,R55456
67358,R55452
67359,R10968
67360,R55783
67361,R56648
67362,R56058
67363,R55444
67364,R54591
67365,R316361
67366,R57571
67367,R57103
67368,R57128
67369,R316412
67370,R55048
67371,R57119
67372,R54583
67373,R57587
67374,R57504
67375,R57608
67376,R14838
67377,R57465
67378,R57471
67379,R57315
67380,R57309
67381,R323485
67382,R15160
67383,R57353
67384,R14821
67385,R14556
67386,R14798
67387,R56762
67388,R57251
67389,R57190
67390,R14682
67391,R57163
67392,R56975
67393,R56979
67394,R56860
67395,R14738
67396,R56272
67397,R14980
67398,R14544
67405,R14736
67407,R55862
67408,R53290
67409,R14765
67410,R54376
67411,R55532
67412,R53271
67413,R52774
67414,R53603
67415,R53452
67416,R53582
67417,R55536
67418,R51514
67419,R47277
67420,R48690
67421,R54037
67422,R51430
67423,R48015
67424,R48030
67425,R48028
67426,R48009
67427,R52999
67428,R48781
67429,R48604
67430,R48681
67431,R48474
67432,R48557
67433,R48396
67434,R48532
67435,R13819
67436,R48090
67437,R52671
67438,R52683
67439,R48088
67440,R13810
67441,R48062
67442,R48006
67443,R48086
67444,R48050
67445,R52446
67446,R308944
67447,R13914
67448,R47909
67449,R63433
67450,R47896
67451,R47898
67452,R47429
67453,R47426
67454,R52394
67455,R47971
67456,R14181
67457,R47423
67458,R47721
67459,R42311
67460,R47914
67461,R47918
67462,R13389
67463,R47650
67464,R47315
67465,R13223
67466,R44398
67467,R312303
67468,R316226
67469,R42577
67470,R41823
67471,R41978
67472,R43088
67473,R43079
67474,R13256
67475,R42246
67476,R40906
67477,R13209
67478,R44946
67479,R43100
67480,R45371
67481,R316939
67482,R45358
67483,R45541
67484,R307056
67485,R44698
67486,R45539
67487,R44799
67488,R45947
67489,R46171
67490,R45089
67491,R46157
67492,R46154
67493,R44497
67494,R45503
67495,R13497
67496,R43060
67497,R42729
67498,R42723
67499,R43063
67500,R13184
67501,R42408
67502,R43040
67503,R43046
67504,R43039
67505,R13608
67506,R302393
67507,R42318
67508,R47590
67509,R43031
67510,R47891
67511,R46483
67512,R46983
67513,R13702
67514,R46521
67515,R46905
67516,R46117
67517,R46229
67518,R45978
67519,R49211
67520,R49047
67521,R47270
67522,R49341
67523,R48755
67524,R49001
67525,R47220
67526,R48749
67527,R320452
67528,R13271
67529,R47384
67530,R317751
67531,R47367
67532,R47152
67533,R46979
67534,R47133
67535,R50349
67536,R50418
67537,R54114
67538,R50287
67539,R50238
67540,R50400
67541,R50421
67542,R54067
67543,R49954
67544,R53915
67545,R55376
67546,R49594
67547,R56353
67548,R53856
67549,R53798
67550,R56334
67551,R55378
67552,R55372
67553,R54463
67554,R54461
67555,R54458
67556,R14048
67557,R14044
67558,R54193
67559,R56214
67560,R55994
67561,R53408
67562,R55960
67563,R56019
67564,R55060
67565,R14489
67566,R53459
67567,R54052
67568,R53380
67569,R51777
67570,R52814
67571,R52589
67572,R51737
67573,R52517
67574,R51725
67575,R51689
67576,R52462
67577,R51640
67578,R318556
67579,R51564
67580,R51616
67581,R321715
67582,R51854
67583,R51857
67584,R51483
67585,R55058
67586,R314372
67587,R51026
67588,R51474
67589,R51015
67590,R51477
67591,R318974
67592,R308614
67593,R50881
67594,R40690
67595,R50999
67596,R50846
67597,R41528
67598,R41682
67599,R54707
67600,R41525
67601,R41294
67602,R41518
67603,R41293
67604,R40646
67605,R39629
67606,R41288
67607,R41586
67608,R41291
67609,R41509
67610,R41261
67611,R40494
67612,R40590
67613,R41253
67614,R41470
67615,R13501
67616,R35942
67617,R38149
67618,R13325
67619,R302381
67620,R41143
67621,R40048
67622,R40323
67623,R40867
67624,R40142
67625,R40308
67626,R40303
67627,R39985
67628,R40864
67629,R39970
67630,R39965
67631,R37000
67632,R37180
67633,R36656
67634,R34745
67635,R36902
67636,R37119
67637,R36678
67638,R37003
67639,R37113
67640,R36648
67641,R36045
67642,R36837
67643,R36015
67644,R36542
67645,R36518
67646,R35859
67647,R321386
67648,R35800
67649,R35803
67650,R36219
67651,R34863
67652,R35428
67653,R308940
67654,R12933
67655,R35249
67656,R12325
67657,R12956
67658,R13317
67659,R35313
67660,R35271
67661,R12510
67662,R63206
67663,R38129
67664,R12512
67665,R39491
67666,R12906
67667,R13274
67668,R39488
67669,R38312
67670,R37948
67671,R40695
67672,R39232
67673,R39652
67674,R38930
67675,R39505
67676,R39076
67677,R39415
67678,R39069
67679,R39213
67680,R37943
67681,R39074
67682,R38779
67683,R13343
67684,R13328
67685,R37807
67686,R314616
67687,R37917
67688,R38125
67689,R37544
67690,R37916
67691,R301469
67692,R37535
67693,R37734
67694,R13214
67695,R37432
67696,R301471
67697,R37296
67698,R36251
67699,R63356
67700,R37264
67701,R36178
67702,R36897
67703,R315232
67704,R315234
67705,R315227
67706,R319529
67707,R75005
67708,R319527
67709,R37366
67710,R75003
67711,R75000
67712,R13061
67713,R39642
67714,R322388
67715,R39813
67716,R40738
67717,R40729
67718,R39753
67719,R40581
67720,R40467
67721,R13062
67722,R41226
67723,R63133
67724,R41194
67725,R40401
67726,R40516
67727,R41182
67728,R40503
67729,R41167
67730,R41160
67731,R41154
67732,R54695
67733,R54694
67734,R51312
67735,R39318
67736,R50954
67737,R50691
67738,R316749
67739,R54389
67740,R50509
67741,R13722
67742,R54552
67743,R50403
67744,R54590
67745,R51257
67746,R51463
67747,R51835
67748,R51196
67749,R51192
67750,R315673
67751,R51187
67752,R51177
67753,R50593
67754,R54477
67755,R51648
67756,R54815
67757,R50908
67758,R51146
67759,R54795
67760,R54481
67761,R50679
67762,R302948
67763,R54601
67764,R50910
67765,R51060
67766,R51149
67767,R319708
67768,R309764
67769,R13757
67770,R50791
67771,R24167
67772,R320670
67773,R24879
67774,R321623
67775,R320668
67776,R24677
67777,R320669
67778,R25352
67779,R12892
67780,R34924
67781,R24837
67782,R24737
67783,R34794
67784,R24265
67785,R24718
67786,R24381
67787,R24569
67788,R24229
67789,R24514
67790,R33199
67791,R24175
67792,R12529
67793,R24206
67794,R32054
67795,R25058
67796,R26435
67797,R34048
67798,R34379
67799,R30785
67800,R33822
67801,R25010
67803,R33000
67804,R34358
67806,R34468
67807,R12159
67808,R33002
67809,R33799
67810,R33690
67811,R31616
67812,R32977
67813,R31610
67815,R22987
67817,R23180
67818,R320133
67819,R319916
67820,R319792
67821,R319682
67827,R11293
67828,R22146
67830,R319103
67831,R319027
67837,R23273
67838,R318671
67842,R22656
67856,R23024
67857,R23249
67862,R26434
67863,R22991
67864,R25834
67865,R23467
67866,R25711
67867,R12035
67868,R26399
67869,R25957
67870,R25697
67871,R25929
67872,R25395
67873,R26303
67877,R319452
67878,R25702
67879,R25165
67880,R25551
67881,R25666
67882,R25499
67883,R24678
67884,R25281
67885,R25091
67886,R23124
67887,R23120
67888,R22178
67899,R32671
67900,R31570
67901,R31539
67902,R311360
67903,R11231
67904,R31898
67905,R10539
67906,R311358
67907,R30991
67908,R32475
67909,R32402
67910,R11951
67911,R31285
67912,R11936
67917,R322409
67923,R22393
67953,R23834
67955,R322475
67956,R22823
67957,R23849
67958,R23304
67959,R23897
67960,R12470
67961,R22768
67962,R31410
67963,R31462
67964,R32058
67965,R32859
67966,R26945
67967,R26726
67968,R10981
67969,R26965
67970,R26654
67971,R26917
67972,R26652
67973,R75501
67974,R75500
67975,R63568
67976,R26333
67977,R26497
67978,R25923
67981,R25951
67982,R26352
67985,R318374
67989,R26160
68000,R26641
68001,R26319
68002,R26162
68003,R22885
68004,R32728
68005,R33745
68008,R22930
68009,R22961
68010,R11941
68011,R21988
68012,R21985
68013,R10531
68014,R30910
68015,R30911
68016,R33212
68017,R30929
68018,R30799
68019,R320409
68020,R29617
68021,R29612
68033,R322081
68035,R321296
68036,R23602
68039,R316952
68041,R21900
68042,R22141
68044,R316134
68045,R315824
68047,R315704
68048,R315680
68057,R316951
68058,R316942
68061,R320392
68062,R316653
68063,R22660
68064,R22504
68065,R63369
68097,R19577
68100,R317686
68104,R58029
68106,R307529
68108,R307543
68109,R307542
68114,R307519
68115,R307518
68117,R307515
68118,R57401
68119,R18682
68124,R314204
68126,R310421
68131,R62322
68132,R62183
68133,R53415
68134,R56946
68135,R57354
68136,R57442
68137,R56937
68138,R57439
68139,R57108
68140,R57102
68141,R55920
68142,R55918
68143,R56502
68144,R55591
68145,R55205
68146,R55199
68147,R55196
68148,R308633
68150,R55956
68152,R314834
68158,R314629
68164,R308634
68165,R17573
68166,R301289
68167,R16360
68168,R300477
68170,R10740
68171,R312449
68173,R301141
68176,R18496
68184,R22174
68185,R21833
68186,R22016
68187,R21793
68191,R20734
68192,R22018
68193,R20319
68194,R309164
68197,R21798
68199,R308975
68200,R308923
68201,R319717
68207,R319716
68218,R314079
68231,R313568
68233,R21749
68234,R21645
68242,R311160
68243,R306965
68244,R18784
68245,R18127
68246,R18777
68247,R18958
68248,R18974
68249,R18961
68250,R18752
68251,R304676
68252,R18105
68254,R18678
68255,R18675
68257,R323078
68262,R11837
68264,R20807
68276,R11856
68306,R20730
68319,R313320
68323,R19994
68328,R20443
68347,R310405
68400,R20877
68402,R20809
68406,R11867
68418,R11861
68420,R61763
68422,R10674
68424,R10673
68425,R58145
68426,R57968
68428,R57944
68429,R317655
68431,R317558
68432,R317055
68433,R22731
68434,R21937
68437,R317550
68438,R317607
68440,R317654
68441,R316956
68442,R317023
68443,R316607
68448,R49981
68449,R50310
68450,R50329
68451,R51978
68452,R50663
68453,R50318
68454,R51590
68455,R52227
68456,R54701
68457,R50969
68458,R43374
68459,R52723
68460,R54048
68461,R49970
68462,R50032
68463,R312251
68464,R50030
68465,R50314
68466,R50312
68467,R44328
68468,R44773
68469,R44998
68470,R316148
68471,R43988
68472,R44238
68473,R41128
68474,R44978
68475,R13834
68476,R43949
68477,R318532
68478,R48347
68479,R47792
68480,R47163
68481,R47307
68482,R47013
68483,R47388
68484,R52080
68485,R47452
68486,R13820
68487,R48348
68488,R320463
68489,R13636
68490,R13767
68491,R15970
68492,R313827
68493,R16057
68494,R17004
68495,R15908
68496,R16480
68497,R16341
68498,R16447
68499,R16481
68500,R15455
68501,R308985
68502,R16468
68503,R15499
68504,R16296
68505,R312379
68506,R16251
68508,R43664
68509,R300767
68510,R43851
68511,R41311
68512,R16073
68513,R41781
68514,R44340
68515,R43825
68516,R43824
68517,R43804
68518,R43720
68519,R43715
68520,R43131
68521,R42868
68522,R42764
68523,R43712
68524,R43517
68525,R43296
68526,R43505
68527,R43515
68528,R43504
68529,R49105
68530,R53467
68531,R49307
68532,R53425
68533,R49579
68534,R49313
68535,R49079
68536,R49078
68537,R49415
68538,R49076
68539,R53420
68540,R49409
68541,R49378
68542,R49380
68543,R49376
68544,R53364
68545,R53418
68546,R312418
68547,R49044
68548,R52995
68549,R48627
68550,R48353
68551,R48208
68552,R47799
68554,R22406
68555,R10860
68556,R22002
68567,R317554
68568,R28992
68569,R22697
68573,R317642
68575,R29267
68577,R29570
68578,R322549
68579,R21715
68580,R29080
68581,R29081
68586,R314944
68587,R29416
68589,R29079
68590,R314669
68593,R311259
68595,R21516
68596,R314313
68597,R314193
68600,R317881
68601,R20908
68606,R318754
68607,R10852
68608,R316963
68610,R22542
68619,R317264
68628,R20987
68631,R21927
68636,R20605
68637,R316964
68638,R309365
68639,R20808
68642,R20521
68644,R20597
68645,R20356
68646,R11006
68647,R20509
68648,R20731
68649,R20362
68651,R20601
68652,R20343
68653,R305090
68654,R315977
68655,R19892
68659,R20337
68661,R309059
68662,R308982
68663,R24669
68664,R321935
68665,R12004
68666,R321937
68667,R25032
68668,R321936
68669,R10366
68670,R394833
68671,R12003
68672,R11994
68674,R22409
68677,R19850
68679,R18849
68680,R19561
68686,R306366
68691,R304450
68692,R306653
68694,R19847
68698,R19547
68699,R306030
68700,R19983
68702,R11783
68704,R54648
68708,R58037
68709,R14669
68710,R53549
68711,R17866
68712,R10719
68714,R306022
68717,R14830
68718,R55621
68719,R56342
68720,R56654
68721,R57161
68722,R56224
68723,R57054
68724,R57160
68725,R56358
68726,R57167
68727,R56356
68728,R55624
68729,R56421
68730,R56514
68731,R55619
68732,R14925
68733,R14670
68734,R14909
68756,R61969
68757,R61946
68758,R18546
68759,R15051
68763,R62643
68764,R303318
68774,R58658
68777,R58666
68778,R60057
68780,R58661
68781,R58635
68782,R58079
68783,R58710
68784,R61422
68785,R58430
68786,R54500
68787,R14822
68788,R62520
68789,R56302
68790,R14792
68791,R15405
68792,R15413
68793,R15278
68794,R56127
68795,R54393
68796,R53579
68797,R14613
68798,R52752
68799,R52778
68800,R318538
68801,R53460
68802,R53559
68804,R52980
68805,R321369
68806,R318533
68808,R18219
68809,R17948
68810,R17652
68812,R17836
68813,R17150
68814,R17192
68815,R17653
68817,R18139
68818,R17888
68820,R17693
68822,R17595
68823,R17417
68824,R17540
68825,R17408
68826,R301415
68827,R17042
68828,R16882
68829,R17044
68830,R17072
68831,R16655
68832,R16651
68833,R16881
68834,R16648
68835,R16645
68837,R16047
68838,R305118
68842,R317968
68843,R19001
68844,R301559
68845,R18726
68846,R304834
